0.000000 0.000000 
0.000000 1.000000 
0.000000 2.000000 
0.000000 3.000000 
0.000000 4.000000 
0.000000 5.000000 
0.000000 6.000000 
0.127888 7.000000 
0.033214 8.000000 
0.079709 9.000000 
0.410760 10.000000 
0.849038 11.000000 
1.190653 12.000000 
1.859374 13.000000 
2.723061 14.000000 
3.504752 15.000000 
4.530160 16.000000 
6.381533 17.000000 
8.387271 18.000000 
8.477708 19.000000 
8.757906 20.000000 
11.668915 21.000000 
13.277652 22.000000 
13.744481 23.000000 
13.171782 24.000000 
12.037012 25.000000 
12.456383 26.000000 
11.396368 27.000000 
10.792246 28.000000 
10.202534 29.000000 
9.209501 30.000000 
8.956164 31.000000 
7.807597 32.000000 
7.085198 33.000000 
6.109371 34.000000 
5.832858 35.000000 
5.305262 36.000000 
4.700431 37.000000 
4.620668 38.000000 
3.999057 39.000000 
