0.000000 0.000000 
0.000000 1.000000 
0.000000 2.000000 
0.000000 3.000000 
0.000000 4.000000 
0.029693 5.000000 
0.154619 6.000000 
0.743486 7.000000 
1.911939 8.000000 
3.965866 9.000000 
8.070547 10.000000 
13.468799 11.000000 
21.153509 12.000000 
31.198882 13.000000 
41.904701 14.000000 
54.567854 15.000000 
82.195997 16.000000 
100.310464 17.000000 
124.186945 18.000000 
169.817573 19.000000 
214.706901 20.000000 
311.579269 21.000000 
357.097047 22.000000 
335.868359 23.000000 
237.347869 24.000000 
188.497854 25.000000 
171.667798 26.000000 
141.336165 27.000000 
121.073855 28.000000 
107.901324 29.000000 
100.156196 30.000000 
86.238302 31.000000 
75.843909 32.000000 
67.749599 33.000000 
66.318338 34.000000 
58.972374 35.000000 
58.569280 36.000000 
52.455210 37.000000 
49.287998 38.000000 
43.988054 39.000000 
