0.000000 0.000000 
0.000000 1.000000 
0.000000 2.000000 
0.000000 3.000000 
0.000000 4.000000 
0.000000 5.000000 
0.000000 6.000000 
0.000000 7.000000 
0.199133 8.000000 
0.053179 9.000000 
0.433850 10.000000 
0.469650 11.000000 
0.821245 12.000000 
1.519901 13.000000 
1.055931 14.000000 
1.663200 15.000000 
2.037018 16.000000 
2.274856 17.000000 
2.623247 18.000000 
2.819492 19.000000 
2.953644 20.000000 
3.315433 21.000000 
3.315179 22.000000 
3.498974 23.000000 
3.535771 24.000000 
3.112313 25.000000 
3.323076 26.000000 
3.100375 27.000000 
2.970766 28.000000 
3.090244 29.000000 
3.034652 30.000000 
3.034270 31.000000 
2.866725 32.000000 
2.803945 33.000000 
2.741498 34.000000 
2.543384 35.000000 
2.448554 36.000000 
2.464864 37.000000 
2.284770 38.000000 
2.207195 39.000000 
