0.000000 0.000000 
0.000000 1.000000 
0.000000 2.000000 
0.000000 3.000000 
0.000000 4.000000 
0.000000 5.000000 
0.056776 6.000000 
0.021331 7.000000 
0.066353 8.000000 
0.397975 9.000000 
1.046353 10.000000 
1.801534 11.000000 
2.332506 12.000000 
3.979997 13.000000 
5.575288 14.000000 
6.869418 15.000000 
8.232854 16.000000 
11.753611 17.000000 
17.603555 18.000000 
24.669997 19.000000 
27.824574 20.000000 
29.964587 21.000000 
34.757318 22.000000 
41.647563 23.000000 
35.188180 24.000000 
31.602058 25.000000 
28.772256 26.000000 
25.815525 27.000000 
19.506916 28.000000 
15.924957 29.000000 
14.741633 30.000000 
12.187043 31.000000 
11.068608 32.000000 
9.700440 33.000000 
8.705266 34.000000 
8.122011 35.000000 
7.454807 36.000000 
6.550033 37.000000 
6.346724 38.000000 
5.683581 39.000000 
