33334 -64.00000000 -34 -0.00191990
33335 -72.00000000 -36 -0.00407967
33336 -72.00000000 -36 -0.00623931
33337 -72.00000000 -36 -0.00839882
33338 -72.00000000 -36 -0.01055821
33339 -72.00000000 -36 -0.01271746
33340 -72.00000000 -36 -0.01487658
33341 -64.00000000 -34 -0.01679563
33342 -72.00000000 -36 -0.01895450
33343 -64.00000000 -34 -0.02087332
33344 -64.00000000 -34 -0.02279202
33345 -64.00000000 -34 -0.02471061
33346 -72.00000000 -36 -0.02686898
33347 -72.00000000 -36 -0.02902723
33348 -72.00000000 -36 -0.03118534
33349 -72.00000000 -36 -0.03334333
33350 -64.00000000 -34 -0.03526131
33351 -72.00000000 -36 -0.03741905
33352 -72.00000000 -36 -0.03957665
33353 -72.00000000 -36 -0.04173412
33354 -64.00000000 -34 -0.04365163
33355 -72.00000000 -36 -0.04580885
33356 -64.00000000 -34 -0.04772611
33357 -56.00000000 -30 -0.04940344
33358 -52.00000000 -26 -0.05096076
33359 -48.00000000 -28 -0.05239808
33360 -48.00000000 -30 -0.05383532
33361 -52.00000000 -30 -0.05539236
33362 -52.00000000 -30 -0.05694932
33363 -64.00000000 -34 -0.05886584
33364 -72.00000000 -36 -0.06102203
33365 -56.00000000 -32 -0.06269856
33366 -64.00000000 -34 -0.06461474
33367 -64.00000000 -34 -0.06653081
33368 -64.00000000 -34 -0.06844676
33369 -48.00000000 -28 -0.06988313
33370 -40.00000000 -22 -0.07107968
33371 -36.00000000 -18 -0.07215630
33372 -32.00000000 -12 -0.07311300
33373 -40.00000000 -22 -0.07430934
33374 -44.00000000 -28 -0.07562547
33375 -40.00000000 -22 -0.07682167
33376 -36.00000000 -14 -0.07789795
33377 -36.00000000 -22 -0.07897417
33378 -48.00000000 -24 -0.08040984
33379 -52.00000000 -28 -0.08196525
33380 -48.00000000 -26 -0.08340074
33381 -48.00000000 -30 -0.08483614
33382 -56.00000000 -32 -0.08651110
33383 -64.00000000 -34 -0.08842559
33384 -72.00000000 -36 -0.09057960
33385 -60.00000000 -32 -0.09237405
33386 -72.00000000 -36 -0.09452781
33387 -64.00000000 -34 -0.09644184
33388 -64.00000000 -34 -0.09835575
33389 -60.00000000 -32 -0.10014975
33390 -64.00000000 -34 -0.10206343
33391 -64.00000000 -34 -0.10397700
33392 -72.00000000 -36 -0.10613003
33393 -72.00000000 -36 -0.10828293
33394 -72.00000000 -36 -0.11043569
33395 -72.00000000 -36 -0.11258833
33396 -64.00000000 -34 -0.11450130
33397 -48.00000000 -30 -0.11593509
33398 -64.00000000 -34 -0.11784784
33399 -72.00000000 -36 -0.12000000
33400 -60.00000000 -32 -0.12179276
33401 -48.00000000 -28 -0.12322615
33402 -52.00000000 -28 -0.12477921
33403 -48.00000000 -26 -0.12621243
33404 -36.00000000 -22 -0.12728633
33405 -32.00000000 -8 -0.12824044
33406 -24.00000000 -8 -0.12895501
33407 -28.00000000 -10 -0.12978927
33408 -20.00000000 -4 -0.13038403
33409 -32.00000000 -6 -0.13133792
33410 -32.00000000 -10 -0.13229176
33411 -28.00000000 -2 -0.13312582
33412 -16.00000000 2 -0.13360069
33413 -28.00000000 8 -0.13443467
33414 -32.00000000 -4 -0.13538830
33415 -32.00000000 -8 -0.13634187
33416 -32.00000000 -8 -0.13729539
33417 -36.00000000 -6 -0.13836854
33418 -32.00000000 0 -0.13932194
33419 -28.00000000 -6 -0.14015560
33420 -32.00000000 -8 -0.14110888
33421 -44.00000000 -14 -0.14242116
33422 -36.00000000 -14 -0.14349400
33423 -48.00000000 -24 -0.14492580
33424 -40.00000000 -26 -0.14611818
33425 -64.00000000 -34 -0.14802848
33426 -72.00000000 -36 -0.15017800
33427 -72.00000000 -36 -0.15232739
33428 -64.00000000 -34 -0.15423734
33429 -64.00000000 -34 -0.15614717
33430 -72.00000000 -36 -0.15829619
33431 -64.00000000 -34 -0.16020579
33432 -72.00000000 -36 -0.16235456
33433 -72.00000000 -36 -0.16450320
33434 -72.00000000 -36 -0.16665171
33435 -64.00000000 -34 -0.16856083
33436 -64.00000000 -34 -0.17046984
33437 -64.00000000 -34 -0.17237873
33438 -72.00000000 -36 -0.17452675
33439 -64.00000000 -34 -0.17643541
33440 -72.00000000 -36 -0.17858318
33441 -72.00000000 -36 -0.18073082
33442 -56.00000000 -32 -0.18239990
33443 -64.00000000 -34 -0.18430810
33444 -52.00000000 -30 -0.18585738
33445 -64.00000000 -34 -0.18776535
33446 -56.00000000 -30 -0.18943403
33447 -48.00000000 -26 -0.19086343
33448 -36.00000000 -22 -0.19193399
33449 -52.00000000 -28 -0.19348281
33450 -48.00000000 -30 -0.19491196
33451 -64.00000000 -34 -0.19681932
33452 -72.00000000 -36 -0.19896571
33453 -72.00000000 -36 -0.20111197
33454 -60.00000000 -32 -0.20289942
33455 -60.00000000 -32 -0.20468675
33456 -52.00000000 -28 -0.20623487
33457 -44.00000000 -22 -0.20754379
33458 -56.00000000 -28 -0.20921127
33459 -64.00000000 -34 -0.21111775
33460 -72.00000000 -36 -0.21326320
33461 -72.00000000 -36 -0.21540852
33462 -72.00000000 -36 -0.21755372
33463 -72.00000000 -36 -0.21969878
33464 -72.00000000 -36 -0.22184372
33465 -72.00000000 -36 -0.22398853
33466 -64.00000000 -34 -0.22589416
33467 -72.00000000 -36 -0.22803872
33468 -72.00000000 -36 -0.23018315
33469 -72.00000000 -36 -0.23232746
33470 -64.00000000 -34 -0.23423262
33471 -72.00000000 -36 -0.23637667
33472 -60.00000000 -32 -0.23816210
33473 -56.00000000 -32 -0.23982793
33474 -64.00000000 -34 -0.24173264
33475 -72.00000000 -36 -0.24387621
33476 -72.00000000 -36 -0.24601966
33477 -72.00000000 -36 -0.24816297
33478 -72.00000000 -36 -0.25030616
33479 -72.00000000 -36 -0.25244922
33480 -64.00000000 -34 -0.25435322
33481 -40.00000000 -28 -0.25554029
33482 -72.00000000 -36 -0.25768300
33483 -72.00000000 -36 -0.25982559
33484 -72.00000000 -36 -0.26196805
33485 -72.00000000 -36 -0.26411037
33486 -64.00000000 -34 -0.26601368
33487 -64.00000000 -34 -0.26791687
33488 -52.00000000 -30 -0.26946161
33489 -44.00000000 -28 -0.27076739
33490 -48.00000000 -28 -0.27219253
33491 -40.00000000 -24 -0.27337872
33492 -44.00000000 -24 -0.27468426
33493 -44.00000000 -22 -0.27598973
33494 -60.00000000 -32 -0.27777280
33495 -60.00000000 -32 -0.27955577
33496 -60.00000000 -32 -0.28133863
33497 -64.00000000 -34 -0.28324079
33498 -64.00000000 -34 -0.28514284
33499 -60.00000000 -32 -0.28692537
33500 -64.00000000 -34 -0.28882720
33501 -72.00000000 -36 -0.29096770
33502 -72.00000000 -36 -0.29310808
33503 -64.00000000 -34 -0.29500955
33504 -64.00000000 -34 -0.29691091
33505 -72.00000000 -36 -0.29905092
33506 -72.00000000 -36 -0.30119080
33507 -72.00000000 -36 -0.30333055
33508 -72.00000000 -36 -0.30547017
33509 -64.00000000 -34 -0.30737093
33510 -64.00000000 -34 -0.30927158
33511 -72.00000000 -36 -0.31141084
33512 -72.00000000 -36 -0.31354997
33513 -60.00000000 -32 -0.31533091
33514 -64.00000000 -34 -0.31723109
33515 -72.00000000 -36 -0.31936985
33516 -72.00000000 -36 -0.32150849
33517 -64.00000000 -34 -0.32340832
33518 -72.00000000 -36 -0.32554670
33519 -56.00000000 -32 -0.32720764
33520 -44.00000000 -26 -0.32851049
33521 -48.00000000 -26 -0.32993258
33522 -52.00000000 -30 -0.33147391
33523 -56.00000000 -30 -0.33313447
33524 -64.00000000 -34 -0.33503356
33525 -72.00000000 -36 -0.33717115
33526 -72.00000000 -36 -0.33930862
33527 -72.00000000 -36 -0.34144596
33528 -72.00000000 -36 -0.34358317
33529 -48.00000000 -28 -0.34500447
33530 -64.00000000 -34 -0.34690287
33531 -60.00000000 -32 -0.34868186
33532 -60.00000000 -32 -0.35046074
