3334 -65536.00000000 16384 -19.65097451
3335 -65536.00000000 16384 -39.29016787
3336 -65536.00000000 16384 -58.91759065
3337 -65536.00000000 16384 -78.53325345
3338 -65536.00000000 16384 -98.13716682
3339 -65536.00000000 16384 -117.72934132
3340 -65536.00000000 16384 -137.30978749
3341 -65536.00000000 16384 -156.87851586
3342 -65536.00000000 16384 -176.43553694
3343 -65536.00000000 16384 -195.98086124
3344 -65536.00000000 16384 -215.51449925
3345 -65536.00000000 16384 -235.03646145
3346 -65536.00000000 16384 -254.54675829
3347 -65536.00000000 16384 -274.04540024
3348 -65536.00000000 16384 -293.53239773
3349 -65536.00000000 16384 -313.00776119
3350 -65536.00000000 16384 -332.47150104
3351 -65536.00000000 16384 -351.92362768
3352 -65536.00000000 16384 -371.36415151
3353 -65536.00000000 16384 -390.79308289
3354 -65536.00000000 16384 -410.21043219
3355 -65536.00000000 16384 -429.61620977
3356 -65536.00000000 16384 -449.01042598
3357 -65536.00000000 16384 -468.39309113
3358 -65536.00000000 16384 -487.76421554
3359 -65536.00000000 16384 -507.12380952
3360 -65536.00000000 16384 -526.47188337
3361 -65536.00000000 16384 -545.80844735
3362 -65536.00000000 16384 -565.13351175
3363 -65536.00000000 16384 -584.44708680
3364 -65536.00000000 16384 -603.74918276
3365 -65536.00000000 16384 -623.03980986
3366 -65536.00000000 16384 -642.31897832
3367 -65536.00000000 16384 -661.58669834
3368 -65536.00000000 16384 -680.84298011
3369 -65536.00000000 16384 -700.08783383
3370 -65536.00000000 16384 -719.32126965
3371 -65536.00000000 16384 -738.54329775
3372 -65536.00000000 16384 -757.75392825
3373 -65536.00000000 16384 -776.95317131
3374 -65536.00000000 16384 -796.14103704
3375 -65536.00000000 16384 -815.31753555
3376 -65536.00000000 16384 -834.48267693
3377 -65536.00000000 16384 -853.63647128
3378 -65536.00000000 16384 -872.77892868
3379 -65536.00000000 16384 -891.91005917
3380 -65536.00000000 16384 -911.02987282
3381 -65536.00000000 16384 -930.13837966
3382 -65536.00000000 16384 -949.23558971
3383 -65536.00000000 16384 -968.32151300
3384 -65536.00000000 16384 -987.39615953
3385 -65536.00000000 16384 -1006.45953928
